what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253565933369
error,log,,,"Error logged from Debug Core: ",1253565940090
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1253565941854
activated,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1253565966572
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1253565967539
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1253565967872
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1253565970426
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1253565971651
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253565974301
closed,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1253565976401
executed,command,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1253565976618
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1253565976618
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253565976800
activated,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1253565978522
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1253565981598
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1253565984026
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253565988020
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253565988615
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253565988729
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253565991683
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1253565992404
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253565997041
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253566001375
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1253566006563
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253566015533
