what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253560053791
executed,command,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1253560057132
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1253560057132
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253560057218
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253560062818
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253560075091
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253560085114
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253560150048
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253560153208
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.import",1253560169964
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.import",1253560169964
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253560170111
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253560260379
executed,command,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.project.properties",1253560318003
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253560318080
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253560324183
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.properties",1253560330373
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253560330430
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253560337110
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253560338507
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1253560339563
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1253560365442
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253560372923
executed,command,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.project.properties",1253560419604
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253560419713
