what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1253559315148
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253559315201
started,bundle,org.eclipse.cdt.managedbuilder.ui,5.1.0.200906161748,"org.eclipse.cdt.managedbuilder.ui",1253559319826
started,bundle,org.eclipse.cdt.managedbuilder.core,6.0.0.200906161748,"org.eclipse.cdt.managedbuilder.core",1253559319878
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,5.0.100.200906161748,"org.eclipse.cdt.managedbuilder.gnu.ui",1253559320112
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253559320401
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1253559343401
started,bundle,org.eclipse.debug.core,3.5.0.v20090526-1600,"org.eclipse.debug.core",1253559343453
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253559344984
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1253559345180
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253559351100
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253559365534
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253559380284
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.import",1253559446308
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.import",1253559446308
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253559446365
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1253559464721
opened,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1253559464760
activated,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1253559465008
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1253559469070
closed,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1253559469073
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253559471609
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253559485637
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253559514517
executed,command,org.eclipse.mylyn.tasks.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.tasks.ui.command.openTask",1253559519589
